Country,Race,Age,Age_Group,Gender,Ordering,E_Trait_mean,E_Trait_std,E_Trait_count,A_Trait_mean,A_Trait_std,A_Trait_count,C_Trait_mean,C_Trait_std,C_Trait_count,N_Trait_mean,N_Trait_std,N_Trait_count,O_Trait_mean,O_Trait_std,O_Trait_count
United States of America,Mixed Race,35,35-50,Male,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,40,35-50,Female,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.6,,1,3.2,,1,3.8,,1
United States of America,Mixed Race,40,35-50,Female,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.2,,1,3.8,,1
United States of America,Mixed Race,40,35-50,Female,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,41,35-50,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.6,,1,3.5,,1,3.8,,1
United States of America,Mixed Race,41,35-50,Female,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,41,35-50,Female,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,45,35-50,Female,Age -> Gender -> Nationality,2.95,0.071,2,4.2,0.0,2,3.6,0.141,2,3.3,0.0,2,3.9,0.141,2
United States of America,Mixed Race,45,35-50,Female,Gender -> Age -> Nationality,3.2,0.283,2,4.25,0.071,2,3.6,0.0,2,3.4,0.141,2,3.8,0.0,2
United States of America,Mixed Race,45,35-50,Female,Nationality -> Age -> Gender,3.35,0.071,2,4.2,0.0,2,3.55,0.071,2,3.3,0.0,2,3.8,0.0,2
United States of America,Mixed Race,49,35-50,Female,Age -> Gender -> Nationality,2.95,0.071,2,4.05,0.071,2,3.6,0.0,2,3.25,0.071,2,3.75,0.071,2
United States of America,Mixed Race,49,35-50,Female,Gender -> Age -> Nationality,3.1,0.283,2,4.15,0.071,2,3.55,0.212,2,3.25,0.071,2,3.75,0.071,2
United States of America,Mixed Race,49,35-50,Female,Nationality -> Age -> Gender,3.1,0.0,2,4.2,0.0,2,3.6,0.0,2,3.3,0.0,2,3.8,0.0,2
United States of America,Mixed Race,69,50+,Female,Age -> Gender -> Nationality,2.7,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,69,50+,Female,Gender -> Age -> Nationality,2.6,,1,4.2,,1,3.6,,1,3.6,,1,3.8,,1
United States of America,Mixed Race,69,50+,Female,Nationality -> Age -> Gender,2.7,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Native American,16,<18,Male,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.1,,1,3.3,,1,3.7,,1
United States of America,Native American,16,<18,Male,Gender -> Age -> Nationality,2.6,,1,4.1,,1,3.2,,1,3.3,,1,3.6,,1
United States of America,Native American,16,<18,Male,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
United States of America,Native American,20,18-25,Female,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.0,,1,3.2,,1,3.7,,1
United States of America,Native American,20,18-25,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Native American,20,18-25,Female,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.3,,1,3.3,,1,3.8,,1
United States of America,Native American,39,35-50,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Native American,39,35-50,Male,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Native American,39,35-50,Male,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.5,,1,3.5,,1,4.0,,1
United States of America,North East Asian,13,<18,Male,Age -> Gender -> Nationality,2.6,,1,4.0,,1,3.0,,1,3.0,,1,3.6,,1
United States of America,North East Asian,13,<18,Male,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.2,,1,3.1,,1,3.5,,1
United States of America,North East Asian,13,<18,Male,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.2,,1,3.2,,1,3.5,,1
United States of America,North East Asian,14,<18,Female,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.3,,1,3.0,,1,3.5,,1
United States of America,North East Asian,14,<18,Female,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,North East Asian,14,<18,Female,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.4,,1,3.2,,1,3.7,,1
United States of America,North East Asian,28,26-34,Female,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,North East Asian,28,26-34,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.8,,1,3.3,,1,3.8,,1
United States of America,North East Asian,28,26-34,Female,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.7,,1,3.3,,1,3.9,,1
United States of America,North East Asian,41,35-50,Female,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,North East Asian,41,35-50,Female,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,North East Asian,41,35-50,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Other,14,<18,Female,Age -> Gender -> Nationality,3.0,0.0,2,4.1,0.141,2,3.25,0.071,2,3.1,0.0,2,3.7,0.141,2
United States of America,Other,14,<18,Female,Gender -> Age -> Nationality,2.75,0.212,2,4.0,0.141,2,3.25,0.071,2,3.0,0.0,2,3.55,0.071,2
United States of America,Other,14,<18,Female,Nationality -> Age -> Gender,3.0,0.0,2,4.15,0.071,2,3.2,0.0,2,3.15,0.071,2,3.7,0.0,2
United States of America,Other,15,<18,Female,Age -> Gender -> Nationality,2.85,0.071,2,4.15,0.071,2,3.25,0.071,2,3.15,0.071,2,3.55,0.071,2
United States of America,Other,15,<18,Female,Gender -> Age -> Nationality,2.8,0.0,2,3.95,0.071,2,3.2,0.0,2,3.0,0.0,2,3.55,0.071,2
United States of America,Other,15,<18,Female,Nationality -> Age -> Gender,2.8,0.141,2,4.15,0.071,2,3.35,0.071,2,3.25,0.071,2,3.75,0.071,2
United States of America,Other,15,<18,Male,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,Other,15,<18,Male,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.3,,1,2.8,,1,3.5,,1
United States of America,Other,15,<18,Male,Nationality -> Age -> Gender,2.6,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,Other,16,<18,Female,Age -> Gender -> Nationality,2.867,0.208,3,4.1,0.0,3,3.267,0.058,3,3.033,0.208,3,3.667,0.058,3
United States of America,Other,16,<18,Female,Gender -> Age -> Nationality,2.9,0.173,3,4.167,0.058,3,3.3,0.1,3,3.167,0.153,3,3.633,0.058,3
United States of America,Other,16,<18,Female,Nationality -> Age -> Gender,2.933,0.058,3,4.167,0.058,3,3.3,0.1,3,3.167,0.058,3,3.733,0.058,3
United States of America,Other,17,<18,Female,Age -> Gender -> Nationality,2.95,0.141,8,4.1,0.107,8,3.375,0.071,8,3.175,0.089,8,3.738,0.074,8
United States of America,Other,17,<18,Female,Gender -> Age -> Nationality,2.975,0.191,8,4.1,0.093,8,3.375,0.104,8,3.162,0.074,8,3.712,0.064,8
United States of America,Other,17,<18,Female,Nationality -> Age -> Gender,2.912,0.173,8,4.162,0.052,8,3.288,0.189,8,3.162,0.13,8,3.712,0.083,8
United States of America,Other,17,<18,Male,Age -> Gender -> Nationality,3.1,,1,4.0,,1,3.1,,1,3.3,,1,3.6,,1
United States of America,Other,17,<18,Male,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.2,,1,3.3,,1,3.6,,1
United States of America,Other,17,<18,Male,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.2,,1,3.3,,1,3.7,,1
United States of America,Other,18,18-25,Female,Age -> Gender -> Nationality,2.9,0.141,2,4.15,0.071,2,3.35,0.071,2,3.25,0.071,2,3.7,0.0,2
United States of America,Other,18,18-25,Female,Gender -> Age -> Nationality,3.05,0.212,2,4.1,0.141,2,3.25,0.071,2,3.25,0.071,2,3.65,0.071,2
United States of America,Other,18,18-25,Female,Nationality -> Age -> Gender,3.1,0.0,2,4.1,0.141,2,3.1,0.141,2,3.15,0.071,2,3.7,0.0,2
United States of America,Other,18,18-25,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.2,,1,3.3,,1,3.7,,1
United States of America,Other,18,18-25,Male,Gender -> Age -> Nationality,2.8,,1,3.9,,1,3.2,,1,3.3,,1,3.6,,1
United States of America,Other,18,18-25,Male,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.3,,1,3.4,,1,3.7,,1
United States of America,Other,19,18-25,Female,Age -> Gender -> Nationality,2.95,0.212,2,4.15,0.071,2,3.35,0.212,2,3.1,0.141,2,3.7,0.141,2
United States of America,Other,19,18-25,Female,Gender -> Age -> Nationality,2.9,0.0,2,4.1,0.0,2,3.35,0.071,2,3.1,0.0,2,3.7,0.0,2
United States of America,Other,19,18-25,Female,Nationality -> Age -> Gender,2.9,0.141,2,4.15,0.071,2,3.35,0.071,2,3.25,0.071,2,3.7,0.0,2
United States of America,Other,20,18-25,Female,Age -> Gender -> Nationality,2.967,0.115,3,4.133,0.058,3,3.267,0.115,3,3.2,0.0,3,3.7,0.0,3
United States of America,Other,20,18-25,Female,Gender -> Age -> Nationality,3.0,0.0,3,4.1,0.0,3,3.333,0.153,3,3.167,0.058,3,3.8,0.0,3
United States of America,Other,20,18-25,Female,Nationality -> Age -> Gender,3.067,0.153,3,4.133,0.058,3,3.367,0.115,3,3.167,0.058,3,3.733,0.058,3
United States of America,Other,20,18-25,Male,Age -> Gender -> Nationality,3.133,0.252,3,4.033,0.058,3,3.267,0.058,3,3.3,0.1,3,3.6,0.1,3
United States of America,Other,20,18-25,Male,Gender -> Age -> Nationality,3.167,0.208,3,4.1,0.1,3,3.233,0.115,3,3.2,0.1,3,3.667,0.115,3
United States of America,Other,20,18-25,Male,Nationality -> Age -> Gender,2.967,0.115,3,4.033,0.115,3,3.167,0.208,3,3.3,0.0,3,3.667,0.058,3
United States of America,Other,21,18-25,Female,Age -> Gender -> Nationality,3.05,0.071,2,4.15,0.071,2,3.4,0.0,2,3.1,0.141,2,3.7,0.141,2
United States of America,Other,21,18-25,Female,Gender -> Age -> Nationality,3.1,0.0,2,4.1,0.0,2,3.4,0.0,2,3.3,0.141,2,3.75,0.071,2
United States of America,Other,21,18-25,Female,Nationality -> Age -> Gender,3.05,0.071,2,4.1,0.141,2,3.35,0.212,2,3.2,0.0,2,3.75,0.071,2
United States of America,Other,22,18-25,Female,Age -> Gender -> Nationality,3.15,0.212,2,4.15,0.071,2,3.45,0.071,2,3.25,0.071,2,3.8,0.0,2
United States of America,Other,22,18-25,Female,Gender -> Age -> Nationality,3.1,0.0,2,4.15,0.071,2,3.4,0.0,2,3.3,0.0,2,3.75,0.071,2
United States of America,Other,22,18-25,Female,Nationality -> Age -> Gender,3.1,0.0,2,4.2,0.0,2,3.3,0.141,2,3.15,0.071,2,3.75,0.071,2
United States of America,Other,22,18-25,Male,Age -> Gender -> Nationality,3.4,0.141,2,4.05,0.071,2,3.35,0.212,2,3.25,0.071,2,3.65,0.071,2
United States of America,Other,22,18-25,Male,Gender -> Age -> Nationality,3.1,0.0,2,4.0,0.141,2,3.45,0.071,2,3.25,0.071,2,3.75,0.071,2
United States of America,Other,22,18-25,Male,Nationality -> Age -> Gender,3.1,0.141,2,4.1,0.141,2,3.45,0.071,2,3.3,0.0,2,3.75,0.071,2
United States of America,Other,23,18-25,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.1,,1,3.8,,1
United States of America,Other,23,18-25,Female,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.4,,1,3.1,,1,3.7,,1
United States of America,Other,23,18-25,Female,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.4,,1,3.5,,1,3.7,,1
United States of America,Other,23,18-25,Male,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.1,,1,3.7,,1
United States of America,Other,23,18-25,Male,Gender -> Age -> Nationality,3.0,,1,4.0,,1,3.3,,1,3.5,,1,3.6,,1
United States of America,Other,23,18-25,Male,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Other,25,18-25,Male,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,Other,25,18-25,Male,Gender -> Age -> Nationality,3.3,,1,4.0,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Other,25,18-25,Male,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,Other,27,26-34,Female,Age -> Gender -> Nationality,3.4,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Other,27,26-34,Female,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.6,,1,3.2,,1,3.8,,1
United States of America,Other,27,26-34,Female,Nationality -> Age -> Gender,3.3,,1,4.1,,1,3.6,,1,3.2,,1,3.7,,1
United States of America,Other,28,26-34,Female,Age -> Gender -> Nationality,3.3,0.0,2,4.2,0.0,2,3.6,0.0,2,3.25,0.071,2,3.85,0.071,2
United States of America,Other,28,26-34,Female,Gender -> Age -> Nationality,3.25,0.071,2,4.1,0.0,2,3.55,0.071,2,3.3,0.0,2,3.8,0.0,2
United States of America,Other,28,26-34,Female,Nationality -> Age -> Gender,2.95,0.071,2,4.1,0.0,2,3.5,0.141,2,3.3,0.0,2,3.75,0.071,2
United States of America,Other,32,26-34,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Other,32,26-34,Female,Gender -> Age -> Nationality,3.4,,1,4.1,,1,3.7,,1,3.2,,1,3.8,,1
United States of America,Other,32,26-34,Female,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Other,35,35-50,Female,Age -> Gender -> Nationality,3.3,,1,4.1,,1,3.7,,1,3.2,,1,3.8,,1
United States of America,Other,35,35-50,Female,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.2,,1,3.7,,1
United States of America,Other,35,35-50,Female,Nationality -> Age -> Gender,3.2,,1,4.0,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Other,35,35-50,Male,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Other,35,35-50,Male,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.7,,1,3.2,,1,3.7,,1
United States of America,Other,35,35-50,Male,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Other,36,35-50,Male,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Other,36,35-50,Male,Gender -> Age -> Nationality,3.4,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Other,36,35-50,Male,Nationality -> Age -> Gender,3.2,,1,4.0,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Other,38,35-50,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Other,38,35-50,Female,Gender -> Age -> Nationality,3.3,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Other,38,35-50,Female,Nationality -> Age -> Gender,3.0,,1,4.0,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Other,39,35-50,Female,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.1,,1,3.8,,1
United States of America,Other,39,35-50,Female,Gender -> Age -> Nationality,3.5,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Other,39,35-50,Female,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Other,40,35-50,Female,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Other,40,35-50,Female,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,Other,40,35-50,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Other,42,35-50,Male,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Other,42,35-50,Male,Gender -> Age -> Nationality,3.2,,1,4.0,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Other,42,35-50,Male,Nationality -> Age -> Gender,2.9,,1,4.0,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Other,46,35-50,Female,Age -> Gender -> Nationality,3.3,0.141,2,4.05,0.071,2,3.65,0.071,2,3.3,0.0,2,3.8,0.0,2
United States of America,Other,46,35-50,Female,Gender -> Age -> Nationality,3.15,0.212,2,4.15,0.071,2,3.55,0.071,2,3.3,0.0,2,3.8,0.0,2
United States of America,Other,46,35-50,Female,Nationality -> Age -> Gender,3.1,0.0,2,4.15,0.071,2,3.6,0.0,2,3.2,0.141,2,3.7,0.0,2
United States of America,Other,51,50+,Female,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.6,,1,3.4,,1,3.9,,1
United States of America,Other,51,50+,Female,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.7,,1,3.4,,1,3.8,,1
United States of America,Other,51,50+,Female,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Other,54,50+,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.7,,1,3.5,,1,3.8,,1
United States of America,Other,54,50+,Female,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.7,,1,3.2,,1,3.8,,1
United States of America,Other,54,50+,Female,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Other,62,50+,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.6,,1,3.5,,1,3.8,,1
United States of America,Other,62,50+,Female,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.7,,1,3.4,,1,3.8,,1
United States of America,Other,62,50+,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,Pacific Islander,13,<18,Male,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.0,,1,3.0,,1,3.5,,1
United States of America,Pacific Islander,13,<18,Male,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.2,,1,3.3,,1,3.6,,1
United States of America,Pacific Islander,13,<18,Male,Nationality -> Age -> Gender,3.1,,1,4.0,,1,3.2,,1,3.2,,1,3.6,,1
United States of America,Pacific Islander,20,18-25,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.2,,1,3.7,,1
United States of America,Pacific Islander,20,18-25,Male,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.3,,1,3.7,,1
United States of America,Pacific Islander,20,18-25,Male,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,South East Asian,15,<18,Female,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,South East Asian,15,<18,Female,Gender -> Age -> Nationality,2.5,,1,4.2,,1,3.3,,1,2.8,,1,3.6,,1
United States of America,South East Asian,15,<18,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,South East Asian,16,<18,Male,Age -> Gender -> Nationality,2.7,,1,4.0,,1,3.1,,1,3.1,,1,3.6,,1
United States of America,South East Asian,16,<18,Male,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.2,,1,3.1,,1,3.6,,1
United States of America,South East Asian,16,<18,Male,Nationality -> Age -> Gender,3.0,,1,4.0,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,South East Asian,17,<18,Female,Age -> Gender -> Nationality,2.6,,1,4.2,,1,3.2,,1,3.1,,1,3.6,,1
United States of America,South East Asian,17,<18,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,South East Asian,17,<18,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.3,,1,3.2,,1,3.8,,1
United States of America,South East Asian,17,<18,Male,Age -> Gender -> Nationality,2.7,,1,4.0,,1,3.2,,1,3.1,,1,3.6,,1
United States of America,South East Asian,17,<18,Male,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.3,,1,3.2,,1,3.6,,1
United States of America,South East Asian,17,<18,Male,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,South East Asian,19,18-25,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.3,,1,3.1,,1,3.8,,1
United States of America,South East Asian,19,18-25,Female,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,South East Asian,19,18-25,Female,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.5,,1,3.2,,1,3.6,,1
United States of America,South East Asian,20,18-25,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,South East Asian,20,18-25,Female,Gender -> Age -> Nationality,2.6,,1,4.2,,1,3.5,,1,3.2,,1,3.5,,1
United States of America,South East Asian,20,18-25,Female,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.2,,1,3.1,,1,3.7,,1
United States of America,South East Asian,20,18-25,Male,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.5,,1,3.3,,1,3.6,,1
United States of America,South East Asian,20,18-25,Male,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.4,,1,3.2,,1,3.7,,1
United States of America,South East Asian,20,18-25,Male,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.3,,1,3.2,,1,3.7,,1
United States of America,South East Asian,21,18-25,Female,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,South East Asian,21,18-25,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.6,,1,3.5,,1,3.8,,1
United States of America,South East Asian,21,18-25,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.3,,1,3.2,,1,3.7,,1
United States of America,South East Asian,22,18-25,Female,Age -> Gender -> Nationality,2.7,,1,4.0,,1,3.4,,1,3.2,,1,3.6,,1
United States of America,South East Asian,22,18-25,Female,Gender -> Age -> Nationality,2.8,,1,4.0,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,South East Asian,22,18-25,Female,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,South East Asian,23,18-25,Female,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.4,,1,3.1,,1,3.8,,1
United States of America,South East Asian,23,18-25,Female,Gender -> Age -> Nationality,2.6,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,South East Asian,23,18-25,Female,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.5,,1,3.1,,1,3.8,,1
United States of America,South East Asian,25,18-25,Female,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,South East Asian,25,18-25,Female,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.4,,1,3.1,,1,3.8,,1
United States of America,South East Asian,25,18-25,Female,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,South East Asian,25,18-25,Male,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,South East Asian,25,18-25,Male,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,South East Asian,25,18-25,Male,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,South East Asian,29,26-34,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,South East Asian,29,26-34,Female,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,South East Asian,29,26-34,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,South East Asian,29,26-34,Male,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,South East Asian,29,26-34,Male,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,South East Asian,29,26-34,Male,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
